"materials","items","organization"
"GENERAL","Southern Sugar Maple","Deciduous Trees"
"GENERAL","Japanese Hornbeam","Deciduous Trees"
"GENERAL","Yellowwood","Deciduous Trees"
"GENERAL","Dogwood","Deciduous Trees"
"GENERAL","Weeping Purpleleaf European Beech","Deciduous Trees"
