"materials","items","organization"
"GENERAL","Trash Can - Permanent","Waste Receptacles"
"GENERAL","Trash Can - Mobile","Waste Receptacles"
"GENERAL","Recycle Bin - Containers","Waste Receptacles"
"GENERAL","Recycle bin - ContainersPaper","Waste Receptacles"
"GENERAL","Trash Can - Permanent","Waste Receptacles"
"GENERAL","Trash Can - Mobile","Waste Receptacles"
"GENERAL","Recycle Bin - Containers","Waste Receptacles"
"GENERAL","Recycle bin - ContainersPaper","Waste Receptacles"
