"materials","items","organization"
"GENERAL","Autres déchets","Surfrider Foundation Europe - Wastes Quantificatio"
"GENERAL","Emballages de nourriture et de boissons","Surfrider Foundation Europe - Wastes Quantificatio"
"GENERAL","Objets de la vie courante","Surfrider Foundation Europe - Wastes Quantificatio"
"GENERAL","Pêche amateur et chasse","Surfrider Foundation Europe - Wastes Quantificatio"
"GENERAL","Déchets agricoles","Surfrider Foundation Europe - Wastes Quantificatio"
"GENERAL","Déchets industriels et de construction","Surfrider Foundation Europe - Wastes Quantificatio"
"GENERAL","Rive droite ou gauche?","Surfrider Foundation Europe - Wastes Quantificatio"
"GENERAL","Autres déchets +10","Surfrider Foundation Europe - Wastes Quantificatio"
